0, 1001364, 1, 0, 0, 0.0187755935
1, 1001358, 6, 1, 0, 0.0187755935
2, 1001346, 16, 3, 0, 0.0225307122
3, 1001339, 20, 5, 1, 0.0187755935
4, 1001326, 32, 5, 2, 0.0187755935
5, 1001314, 37, 9, 5, 0.0262858309
6, 1001299, 42, 13, 11, 0.0375511870
7, 1001270, 61, 18, 16, 0.0525716618
8, 1001236, 81, 25, 23, 0.0788574964
9, 1001184, 113, 40, 28, 0.1351842731
10, 1001124, 156, 44, 41, 0.1426945180
11, 1001027, 234, 50, 54, 0.1952661723
12, 1000895, 321, 75, 74, 0.2778787911
13, 1000718, 439, 113, 95, 0.3830220997
14, 1000494, 585, 156, 130, 0.4919205606
15, 1000155, 808, 226, 176, 0.7773095965
16, 999649, 1155, 329, 232, 1.0777190924
17, 998953, 1640, 455, 317, 1.5583742857
18, 997890, 2364, 672, 439, 2.2718467712
19, 996471, 3337, 944, 613, 3.1392793655
20, 994494, 4640, 1355, 876, 4.3672032356
21, 991827, 6410, 1914, 1214, 6.1433744431
22, 987907, 9065, 2708, 1685, 8.7644472122
23, 982226, 12916, 3820, 2403, 12.7260971069
24, 974243, 18326, 5454, 3342, 18.4413890839
25, 962928, 25969, 7717, 4751, 26.0980758667
26, 947179, 36650, 10799, 6737, 37.0742874146
27, 925346, 51296, 15239, 9484, 52.0722312927
28, 895547, 70947, 21495, 13376, 73.4013061523
29, 854656, 97940, 29857, 18912, 103.4384994507
30, 800619, 132804, 41333, 26609, 144.1590118408
31, 731147, 176285, 56658, 37275, 200.2304382324
32, 644193, 229406, 76009, 51757, 276.2978820801
33, 539019, 289866, 100847, 71633, 378.3132019043
34, 421919, 351110, 130388, 97948, 509.2804870605
35, 302874, 403265, 163493, 131733, 672.5643310547
36, 194704, 435681, 197228, 173752, 865.8364868164
37, 111195, 440011, 226663, 223496, 1077.3886718750
38, 56199, 417382, 248459, 279325, 1291.2689208984
39, 25359, 376919, 259979, 339108, 1493.7073974609
40, 10181, 328801, 261995, 400388, 1663.1158447266
41, 3755, 280772, 255717, 461121, 1792.4307861328
42, 1282, 237330, 243720, 519033, 1878.8848876953
43, 452, 199507, 227749, 573657, 1925.3432617188
44, 171, 167447, 210341, 623406, 1928.3474121094
45, 54, 140516, 191214, 669581, 1898.7420654297
46, 20, 118129, 172770, 710446, 1840.5789794922
47, 6, 99636, 154806, 746917, 1760.6250000000
48, 3, 83863, 137804, 779695, 1668.9550781250
49, 0, 70812, 122047, 808506, 1566.9772949219
50, 0, 59565, 107674, 834126, 1457.2114257812
51, 0, 50316, 94686, 856363, 1346.3115234375
52, 0, 42603, 82915, 875847, 1236.6695556641
53, 0, 35972, 72430, 892963, 1128.5521240234
54, 0, 30470, 62935, 907960, 1025.1024169922
55, 0, 25804, 54753, 920808, 927.7434082031
56, 0, 21826, 47575, 931964, 833.3960571289
57, 0, 18471, 41188, 941706, 746.2134399414
58, 0, 15625, 35737, 950003, 666.9916992188
59, 0, 13159, 31014, 957192, 594.1536865234
60, 0, 11156, 26731, 963478, 527.2900390625
61, 0, 9562, 23108, 968695, 467.3282775879
62, 0, 8103, 19952, 973310, 413.6451110840
63, 0, 6900, 17117, 977348, 364.8360595703
64, 0, 5844, 14698, 980823, 321.4982604980
65, 0, 4964, 12598, 983803, 281.9981689453
66, 0, 4208, 10820, 986337, 247.2820739746
67, 0, 3576, 9234, 988555, 216.0582733154
68, 0, 3013, 7900, 990452, 188.5107116699
69, 0, 2572, 6764, 992029, 163.7607269287
70, 0, 2179, 5767, 993419, 142.2776947021
71, 0, 1848, 4959, 994558, 123.6372833252
72, 0, 1555, 4265, 995545, 107.2461929321
73, 0, 1322, 3650, 996393, 93.0142898560
74, 0, 1107, 3098, 997160, 80.2844390869
75, 0, 955, 2640, 997770, 69.7550888062
76, 0, 801, 2269, 998295, 60.0931663513
77, 0, 706, 1919, 998740, 51.6028404236
78, 0, 599, 1643, 999123, 44.5920372009
79, 0, 514, 1381, 999470, 38.6814765930
80, 0, 430, 1189, 999746, 33.3604736328
81, 0, 376, 1013, 999976, 28.7529449463
82, 0, 307, 886, 1000172, 24.8776626587
83, 0, 259, 751, 1000355, 21.2727470398
84, 0, 225, 633, 1000507, 18.3400001526
85, 0, 190, 543, 1000632, 15.7039070129
86, 0, 166, 454, 1000745, 13.4358148575
87, 0, 146, 384, 1000835, 11.5319700241
88, 0, 124, 341, 1000900, 10.1125345230
89, 0, 102, 296, 1000967, 8.6893444061
90, 0, 97, 246, 1001022, 7.3900737762
91, 0, 79, 210, 1001076, 6.4024772644
92, 0, 68, 170, 1001127, 5.4749631882
93, 0, 60, 148, 1001157, 4.7239394188
94, 0, 51, 126, 1001188, 4.0630383492
95, 0, 43, 111, 1001211, 3.5223014355
96, 0, 38, 85, 1001242, 3.0040950775
97, 0, 29, 73, 1001263, 2.5196847916
98, 0, 26, 62, 1001277, 2.1291522980
99, 0, 22, 57, 1001286, 1.8024569750
100, 0, 19, 42, 1001304, 1.5245782137
101, 0, 13, 44, 1001308, 1.3142915964
102, 0, 13, 37, 1001315, 1.1453112364
103, 0, 11, 34, 1001320, 0.9951064587
104, 0, 9, 33, 1001323, 0.8298812509
105, 0, 7, 23, 1001335, 0.6871867180
